광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류
더매직스타 : 전국 투어 콘서트 매직쇼,2024-07-23,15.0,서비스,문화및공연,공연
FM기획 : 전남 영광 가마미해수욕장 썸머페스티벌,2024-07-23,20.0,서비스,서비스기타,서비스기타
악사손해보험 : 전화번호 안내,2024-07-23,15.0,"금융,보험및증권",금융및보험,손해보험
에스케이텔레콤 SKT 갤럭시 Z Flip6 : 육대급혜택편,2024-07-23,30.0,컴퓨터및정보통신,통신기기,휴대폰
에스케이텔레콤 SKT 갤럭시 Z Flip6 : 육대급혜택편,2024-07-23,30.0,컴퓨터및정보통신,통신기기,휴대폰
인터브랜드 라이나 브랜딩 : 지하철 편,2024-07-23,15.0,"금융,보험및증권",금융및보험,금융및보험제품종합
엑시옴 지킬앤하이드 C55.0 : 2 IN 1편,2024-07-23,15.0,가정용품,"취미,레저용품","취미,레저용품제품종합"
헤일리온코리아 센트룸 구미 : 맛있게 챙기자편,2024-07-23,15.0,식품,건강식품,건강식품기타
인터브랜드 라이나 브랜딩 : 횡단보도 편,2024-07-23,15.0,"금융,보험및증권",금융및보험,금융및보험제품종합
롯데컬처웍스 상영안내 : 파일럿편,2024-07-23,15.0,서비스,문화및공연,영화
종근당 벤포벨S : 길편,2024-07-23,15.0,제약및의료,대사성의약,성인종합영양제
에스케이텔레콤 : SKT 갤럭시 Z Flip6 30초,2024-07-23,30.0,컴퓨터및정보통신,통신기기,휴대폰
에스케이텔레콤 : SKT 갤럭시 폴더블6 60초,2024-07-23,60.0,컴퓨터및정보통신,통신기기,휴대폰
농협은행 : NH농협카드 zgm,2024-07-23,15.0,"금융,보험및증권",금융및보험,신용카드
한국토요타자동차 : 렉서스 LM 런칭,2024-07-23,15.0,수송기기,수입자동차,수입자동차기타
에스케이텔레콤 :  갤럭시 Z 폴더블6 육대급 혜택 60초,2024-07-23,60.0,컴퓨터및정보통신,통신기기,휴대폰
초이락컨텐츠컴퍼니 헬로카봇 삼총사 : 해결하자 극장편,2024-07-22,20.0,가정용품,완구류,완구류제품종합
청주팜(주)강서점 청주팜 : 드립니다 행사편,2024-07-22,20.0,유통,대형유통,농수축산물테마점
Airbnb : 다른 방편,2024-07-22,30.0,서비스,음식및숙박,음식및숙박기타
삼성전자 갤럭시Z폴더블6 : 와우 바꿔보상편,2024-07-22,30.0,컴퓨터및정보통신,통신기기,휴대폰
삼성전자 갤럭시Z폴더블6 : 도전해볼께요 바꿔보상편,2024-07-22,30.0,컴퓨터및정보통신,통신기기,휴대폰
월트디즈니컴퍼니코리아 데드풀과 울버린 : 대개봉편,2024-07-22,15.0,서비스,서비스기타,서비스기타
Airbnb : 평화로운 시간편,2024-07-22,30.0,서비스,음식및숙박,음식및숙박기타
아쿠아플라넷 광교 : 즐거움편,2024-07-22,30.0,서비스,스포츠및오락시설,공원및테마파크
미래엔 : 클래스가 다르다편,2024-07-22,15.0,출판,초등학생용교재,초등학생용학습지
엘지유플러스 LGU 갤럭시 Z 폴드6 : 통신비 하나로 다 되는 세상편,2024-07-22,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타
미래엔 : 클래스가 다르다편,2024-07-22,30.0,출판,초등학생용교재,초등학생용학습지
"장성힐링파크 보성 비봉공룡공원 : 야외물놀이장, 글램핑장편",2024-07-22,20.0,서비스,스포츠및오락시설,스포츠및오락시설기타
"어댑트 푸드올로지 : 택연, 이벤트편",2024-07-22,15.0,식품,건강식품,다이어트식품
에어비앤비 : Bedtime편,2024-07-22,30.0,서비스,음식및숙박,음식및숙박기타
월트디즈니 데드풀과 울버린 : 7월 대개봉편,2024-07-22,15.0,서비스,서비스기타,서비스기타
한국수력원자력 한수원 기업PR : 새로운 에너지 세상을 만들다편,2024-07-22,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
삼성전자 갤럭시 Z 폴더블6 : 바꿔보상편,2024-07-22,30.0,컴퓨터및정보통신,통신기기,휴대폰
호텔스컴바인드코리아 호텔스컴바인 : 여름편,2024-07-22,15.0,서비스,음식및숙박,음식및숙박기타
경기도교육청 경기공유학교 홍보 : 우리의 길은 하나가 아니야편,2024-07-22,15.0,관공서및단체,중앙및지방관공서,지방자치단체
한국토요타자동차 렉서스 LM : 런칭편,2024-07-22,15.0,수송기기,수입자동차,수입자동차기타
영광군 2024 가마미해수욕장 썸머페스티벌 : 행사안내편,2024-07-22,20.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
씨제이제일제당 백설 덮밥소스: 세계를 요리하는 남자편,2024-07-22,30.0,식품,대용식품,레토르트
삼성전자 : Galaxy Brand 60초,2024-07-19,60.0,컴퓨터및정보통신,통신기기,휴대폰
이지예우리옷 : 한복 맞춤 대여,2024-07-19,20.0,패션,정장의류,정장의류기타
하나은행 : 외환 2024 손흥민편 15초,2024-07-19,15.0,"금융,보험및증권",금융및보험,은행
헨켈홈케어코리아 : 퍼실 디스크 세탁세제,2024-07-19,15.0,화장품및보건용품,세제류,세탁세제
한국호야렌즈 : 호야 마이오스마트 근시진행억제 안경렌즈,2024-07-19,15.0,제약및의료,의료기기,의료기기기타
삼성전자 : 갤럭시 z 스마트폰 보상판매,2024-07-19,30.0,컴퓨터및정보통신,통신기기,휴대폰
마인드마크 : 영화 빅토리 개봉,2024-07-19,15.0,서비스,문화및공연,영화
진주시청 :  2024 국가유산 미디어아트 진주성,2024-07-19,15.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
전라남도청 : 2024-2026 전남세계관광문화대전,2024-07-19,20.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
넷플릭스 : 영화 크로스,2024-07-19,15.0,서비스,문화및공연,영화
서울항공여행사 :  무안 국제공항 출발 중국 황산 연태 여행,2024-07-19,40.0,서비스,여행,여행알선
하나은행 : 외환 2024 손흥민편 36초,2024-07-19,36.0,"금융,보험및증권",금융및보험,은행
보건복지부 : 저출산 공익광고 아이와 함께 감탄생활편,2024-07-19,30.0,관공서및단체,중앙및지방관공서,중앙관공서
보건복지부 저출생 극복 : 아이와 함께 감탄 생활 아빠편,2024-07-19,30.0,관공서및단체,중앙및지방관공서,중앙관공서
삼성전자 Flexcam : 막 찍어도 인생사진편,2024-07-19,30.0,컴퓨터및정보통신,통신기기,휴대폰
링티 링티 : 도심편,2024-07-19,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타
한국수력원자력 기업PR : 새로운 에너지 세상을 만들다편,2024-07-19,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
삼성전자 GalaxyBrand : Life opens up with GalaxAI편,2024-07-19,30.0,컴퓨터및정보통신,통신기기,휴대폰
피지오클래스  운동컨텐츠 : 운동이 답이야편,2024-07-19,20.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스
진주시청 진주문화유산야행 :  2024년편,2024-07-19,15.0,관공서및단체,중앙및지방관공서,지방자치단체
스퀴즈맥주 세츠 애플사이더 : 너만의 크리에이티비티로편,2024-07-19,15.0,음료및기호식품,알콜음료,알콜음료기타
한국폴리텍대학 수시 신입생 모집 : 전북캠퍼스편,2024-07-19,20.0,교육및복지후생,교육기관,대학대학원
원앤원 원할머니보쌈 : 보쌈의 정수편,2024-07-19,15.0,식품,축산품,생축산품
SK엔무브 기업PR : 윤활유편,2024-07-19,30.0,그룹및기업광고,기타광고,기타기업PR
마인드마크 개봉 안내 : 빅토리편,2024-07-19,30.0,서비스,문화및공연,영화
명륜당 명륜진사갈비 : 맥주까지 놀라운편,2024-07-19,15.0,서비스,음식및숙박,대중음식점
보건복지부 저출생 극복 : 아이와 함께 감탄 생활 엄마편,2024-07-19,30.0,관공서및단체,중앙및지방관공서,중앙관공서
보건복지부 저출생 극복 : 아이와 함께 감탄 생활 엄마편,2024-07-19,30.0,관공서및단체,중앙및지방관공서,중앙관공서
전주세계소리축제조직위 전주세계소리축제 : 24년편,2024-07-19,20.0,서비스,문화및공연,지역 및 문화축제
스퀴즈맥주 세츠 애플사이더 : 모르겠어요편,2024-07-19,15.0,음료및기호식품,알콜음료,알콜음료기타
삼성전자 갤럭시Z폴더블6 : 도전해볼께요 바꿔보상 수정편,2024-07-19,30.0,컴퓨터및정보통신,통신기기,휴대폰
아쿠아플라넷 광교 : 즐거움 수정편,2024-07-19,30.0,서비스,스포츠및오락시설,공원및테마파크
한국복숭아생산자협의회 복숭아 소비촉진 : 피치해편,2024-07-19,20.0,식품,농산품,과실류원산
에스케이엔무브 SK엔무브 : 액침냉각편,2024-07-19,30.0,그룹및기업광고,기타광고,기타기업PR
바이오라이프 닥터스킨 정수필터샤워기 : 필수템편,2024-07-19,15.0,가정용품,생활잡화및기기,생활잡화및기기기타
아이비젼 엑스샷 인새니티 : 따로 또 같이편,2024-07-18,15.0,유통,"소형,소매유통","소형,소매유통기타"
홈플러스 2024 썸머 홈플런 : 뛰어야 산다편,2024-07-18,15.0,유통,대형유통,대형유통제품종합
롯데리아 리아불고기 : 만나는 순간편,2024-07-18,15.0,식품,제빵,"햄버거,피자및샌드위치"
롯데리아 리아불고기 : 다들 어때편,2024-07-18,15.0,식품,제빵,"햄버거,피자및샌드위치"
서울항공 : 중국 황산 연태 여행편,2024-07-18,40.0,서비스,여행,여행알선
삼성전자 AI 라이프 : 소상공인편,2024-07-18,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합
원앤원 원할머니보쌈 : 이찬원편,2024-07-18,15.0,식품,축산품,생축산품
삼성전자 AI 라이프 : 신혼부부편,2024-07-18,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자제품종합
전주세계소리축제조직위원회 22회전주세계소리축제 : 행사 안내편,2024-07-18,20.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
에스케이텔레콤 바로 요금제 : 가족 모두 로밍 해결편,2024-07-18,30.0,컴퓨터및정보통신,통신망,이동통신
미래신용정보 : 포탈 게이트편,2024-07-18,15.0,"금융,보험및증권",금융및보험,금융및보험기타
태안군 제1회 신진도 오징어 수산물 축제 : 행사안내편,2024-07-18,20.0,관공서및단체,관공서및단체기타,관공서및단체기타
아이비젼 미니월드 : 푸드타임편,2024-07-18,15.0,유통,"소형,소매유통","소형,소매유통기타"
넷플릭스 크로스 : 8월 공개편,2024-07-18,15.0,서비스,문화및공연,영화
넥스트엔터테인먼트월드 행복의나라 : 티저편,2024-07-18,15.0,서비스,문화및공연,영화
엘지유플러스 LGU 갤럭시 Z 폴드6 : 통신비 하나로 다 되는 세상편,2024-07-18,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타
아이비젼 미니월드 : 디저트타임편,2024-07-18,15.0,유통,"소형,소매유통","소형,소매유통기타"
금호석유화학 Hugreen : 창 그 너머의 창편,2024-07-17,15.0,"건설,건재및부동산",건재,창호
롯데지알에스 : 롯데리아 대표버거 리아불고기 15초B,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치"
롯데지알에스 : 롯데리아 대표버거 리아불고기 15초A,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치"
롯데지알에스 : 롯데리아 불고기버거,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치"
전라남도청 : 국립 의과대학 신설 추진,2024-07-17,40.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
엔와이푸드 : 뉴욕버거 본편,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치"
"삼성전자 Galaxy CtS : 이제는, 누구나 천재모드 ON편",2024-07-17,15.0,컴퓨터및정보통신,통신기기,휴대폰
롯데지알에스 롯데리아 리아불고기 : GO RIA편,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치"
아이더스에프앤비 푸라닥치킨 : 띱띱크런치편,2024-07-17,15.0,식품,식품기타,식품기타
경기도청 기후행동 기회소득 : 기후에 진심편,2024-07-17,30.0,관공서및단체,중앙및지방관공서,지방자치단체
롯데지알에스 롯데리아 리아불고기 : GO RIA편,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치"
삼성전자 Galaxy Flexcam : 인생 사진 카메라편,2024-07-17,15.0,컴퓨터및정보통신,통신기기,휴대폰
잇츠그릭 IT'S GREEK : 건강한 하루의 시작편,2024-07-17,20.0,식품,유제품,유제품기타
프리드라이프 소비자 만족도 1위 : 장례도 1위답게편,2024-07-17,15.0,서비스,개인서비스,경조서비스
던롭스포츠코리아 스릭슨 : 이제 너의 공이다편,2024-07-17,15.0,가정용품,"취미,레저용품",골프용품
어댑트 푸드올로지 : 파란통 이벤트편,2024-07-17,15.0,식품,건강식품,다이어트식품
지바이크 GCOO : 일상의 지도를 다시 그리다편,2024-07-17,15.0,서비스,스포츠및오락시설,스포츠및오락시설기타
유토개발2차 분양 안내 : 힐스테이트 도안리버파크편,2024-07-17,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타"
삼성전자 Galaxy Flexcam : 인생 사진 카메라편,2024-07-17,30.0,컴퓨터및정보통신,통신기기,휴대폰
프리드라이프 소비자 만족도 1위 : 장례도 1위답게편,2024-07-17,30.0,서비스,개인서비스,경조서비스
프리드라이프 : 쉴낙원편,2024-07-17,15.0,서비스,개인서비스,경조서비스
월트디즈니컴퍼니코리아 데드풀과 울버린 : 컴온편,2024-07-17,15.0,서비스,서비스기타,서비스기타
지바이크 GCOO : 이동의 사작 여자편,2024-07-17,15.0,서비스,스포츠및오락시설,스포츠및오락시설기타
메르세데스벤츠코리아 벤츠 S-Class : 될 뿐이다편,2024-07-17,30.0,수송기기,수입자동차,수입승용차
지바이크 GCOO : 이동의 사작 남자편,2024-07-17,15.0,서비스,스포츠및오락시설,스포츠및오락시설기타
던롭스포츠코리아 스릭슨 볼 : 스핀편,2024-07-17,15.0,가정용품,"취미,레저용품",골프용품
롯데지알에스 롯데리아 리아불고기 : 어때 A재수정편,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치"
경기도청 기후행동 기회소득 캠페인 : 돈 벌자편,2024-07-17,30.0,관공서및단체,중앙및지방관공서,지방자치단체
삼성전자 갤럭시워치7 : 울트라 한계편,2024-07-17,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타
롯데지알에스 롯데리아 리아불고기 : 어때 A수정편,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치"
삼성전자 갤럭시Z폴더블6 : 유럽 방울새편,2024-07-17,30.0,컴퓨터및정보통신,통신기기,휴대폰
롯데지알에스 롯데리아 리아불고기 : 어때 A편,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치"
